aka,ceb,crh,czn,dje,gaa,izh,kon,lin,mao,mlg,nya,ood,orm,ote,san,sot,swa,syc,tgk,tgl,xty,zpv,zul
1.000,0.865,0.964,0.725,1.000,1.000,0.929,0.987,1.000,0.667,1.000,1.000,0.710,0.990,0.909,1.000,1.000,1.000,0.883,0.938,0.778,0.817,0.789,0.833
